organisasjonsnummer,navn,hjemmeside,epostadresse,telefon,mobil,erIKonsern,antallAnsatte
816491762,NEXT FRONTIER AS,,,,,False,
816496632,NYSNØ AS,,,,,False,
816498422,NESET UTVIKLING AS,,bente.tvenge@gmail.com,,908 70 700,False,
816501342,NORD TROMS MASKIN OG ANLEGG DRIFT AS,,ntma9162@gmail.com,,913 63 539,False,22.0
816501792,NENO INVEST AS,,,,,False,
816529522,NORRØN REHABILITERING AS,,,,,False,10.0
816529972,NEMESIS VENTURE AS,,,,,False,
816590302,NORDBYVEIEN 16 AS,,,,,False,
816593182,NORWEGIAN PROCESS SERVICES AS,,,,,False,
816653282,NAPRAPAT NORDLI AS,,,,,False,
816659132,NYSTRAND MUR&FLIS AS,,arvid@nystrandmurogflis.no,,980 47 576,False,
816667232,NORGES REALFAGSUNGDOMSSKOLE SANDVIKA AS,www.nrg.no,post@nrg.no,91 78 48 53,,False,26.0
816697972,NIEU SCENE AS,,,,,False,
816714362,NNT AS,,,,,False,
816720842,NORSKE 330 AS,www.norske330.no,norske330@gmail.com,21 08 47 50,92676778,False,
816737222,NUSSIMI AS,,,,,False,
816752922,NORSK KLIMASERVICE AS,,,,,False,
816762502,NO3 DRØBAK AS,,,,,False,
816774322,NILSEN FISK AS,,,,,False,
816796962,NYDALEN TANNLEGESENTER AS,,,,,False,9.0
816808812,NAMDAL TORSK AS,,namdalsettefisk@yahoo.no,74 28 45 50,47605320,True,
816810892,NAALA AS,,,,,False,
816822912,NETPETS AS,,,,,False,
816823692,NEDREBØ MASKIN & TRANSPORT AS,,,,,False,
816898072,NORDSIA EIENDOM AS,,post@fermeiendom.no,,970 47 242,True,
816937582,NOVA BYGG AS,,,,,False,
816942012,NOBEL MEDICAL AS,,,,,False,
816943132,NUPROC AS,,,,,False,
816946352,NORSUPPLY EIENDOM AS,www.lofotenislands.com,je@lofotenislands.com,,482 31 924,False,
816961432,NEMIS INVEST AS,,,,,False,
816977592,NEBAS AS,,,,,False,
816988462,NORJOURNAL AS,,,,,False,
817012132,NORSE PROTECTION GROUP AS,,,,,False,
817033512,NEDRE MØLLENBERG GATE AS,,,,,False,
817082262,NRE NORWAY AS,,mail@nre.dk,,,False,
817116612,NES VESTFJELL EIENDOM AS,,,,,False,
817187242,NORSE VAPE AS,,ma@nordamp.no,,938 00 894,False,20.0
817193692,NORSK DIAMANT DEPOT AS,,,,,False,
817197892,NORDIC EIENDOM OG FINANS AS,,,22 22 59 70,,False,
817201032,NESSEBY EIENDOM AS,,,,,True,
817221742,NORDBOTN KRAFTVERK AS,,aa@aaslaksen.no,,916 33 026,False,
817263402,NORWEGIAN INSPECTION SERVICE AS,,,,,False,
817308082,NESVALEN EIENDOM AS,,,,,False,
817326382,NORD 4 EIENDOM AS,,,,,False,
817352782,NØSTET BERGEN AS,,,,,True,
817355552,NORDNESFISK AS,,,,,False,
817378102,NORSK INSTITUTT FOR ERNÆRINGSMEDISIN AS,,,,,False,
817381332,NT REFECTIO XVI AS,,,,,False,
817390692,NORPARTNER SALG OG MONTASJE AS,,,,,False,
817403492,NORMAR TRADING AS,,,,,False,13.0
817412572,NYE FANAFJORD AS,,,,,False,
817463142,NESBRUVEIEN 73-77 AS,,,,,False,
817505082,NEPTUN GLOMFJORD GREEN AMMONIA AS,,,,,False,
817547192,NOR CAPITAL INVEST AS,,,,,False,
817554512,NOMVÆR CÆPITAL AS,,,,,False,
817596932,NORGES REKRUTTERING & AKADEMI AS,www.norgesrb.no,admin@norgsrb.no,,932 05 993,False,
817660622,NORDMOEN AS,,arnsteinmoen@icloud.com,,958 56 943,False,20.0
817665772,NORSK BEDRIFTSAKADEMI AS,,mail@noba.no,,,False,
817690602,NYE MARTINS AS,,,,,False,19.0
817708412,NORLANDIA BRENNHAUGEN BARNEHAGE AS,,,,,False,
817725112,NOREFJELL FRITIDSBYGG ANLEGG AS,,,,,False,
817833292,NERSTRANDA SMYKKER OG KLOKKER AS,,,,,False,11.0
817833942,NESTA UTMARK AS,,frabakken@gmail.com,,901 63 369,False,
817851932,NYGAARD VENTURES AS,,,,,False,
817877052,NYBOLOFT BYGGEVARE AS,,,,,False,13.0
817908462,NEDRE MØLLENBERGGATE 79 AS,,,,,False,
817911072,NAKAMOTO HOLDING AS,,,,,False,
817912672,NORWAY PACK AS,,,,,False,
817990002,NEW NORMAL VENTURE AS,,,,,False,
818011822,NNP PARSELL 10 AS,,,,,False,
818019882,NYHEIM BYGG AS,,,,,False,
818037872,NARVIK KONTORSENTER AS,www.narvik-kontorsenter.no,post@narvik-kontorsenter.no,99 09 98 48,,True,12.0
818052502,NHV25 INVEST AS,,,,,False,
818080212,NUTRITIONLAB AS,,,,,False,24.0
818087772,NESVIK INVEST AS,,,,,False,
818092202,NORSK BYGGEKONTROLL NORD AS,www.nbkontroll.no,kjetil@nbkontroll.no,90 11 06 26,902 07 679,False,
818142382,NOMVEC AS,,,,,False,
818143982,NORWEGIAN RENEWABLES GROUP AS,,,,,False,
818144032,NILS HEGGEM AS,,,,,False,
818152752,NORAMIX EIENDOM I AS,,,,,True,
818160542,NØSTRET EIENDOM AS,,,,,False,
818195362,NOTLOFTET AS,,,,,False,
818268742,NIMBUS INNREGULERING AS,,,,,False,5.0
818274572,N-B EIENDOM AS,,,,,False,
818275382,NORDLI CONSULTING AS,,nordliconsulting@gmail.com,,,False,
818300972,NORDIC EIENDOMSINVEST AS,,eystein@bluezone.no,,90822038,False,
818328192,NORSERVICE INTERIØR AS,,,,,False,7.0
818375662,NWGR HOLDINGS (NORWAY) AS,,,,,False,
818417322,NORDLAND MASKINSENTER AS,,,,,False,22.0
818463162,NEED MUSIC PRODUCTION AS,,,,,False,
818464452,NARVIK LEKER & KREATIVITET AS,,,,,False,7.0
818473672,NORDSJØ AS,,christian.ravnaa@ravnaa.no,,995 60 966,False,
818512872,NH ELEKTRO AS,,,,,False,9.0
818543352,NORDIC IT SOLUTIONS AS,,,,,False,
818559372,NORNIR INSIGHT AS,www.nornir-insight.no,stefan.petersson@nornir-insight.no,,950 34 500,False,
818562292,NYE THAI SMILE TAKE AWAY AS,,,,,False,
818562942,NEW PERSPECTIVES AS,,,,,False,
818589042,NORDIC BOOSTER AS,www.nordicbooster.com,trond@nordicbooster.com,,913 35 760,False,15.0
818601352,NILSOLAV HOLDING AS,,,,,False,
818604912,NORWEST HOLDING AS,,,,,False,
818605692,NORSK KYSTLEIR AS,,,,,False,18.0
818612702,NAS AS,,,,,False,
818621612,NORGESTRIBUNEN AS,,,,,False,
818624212,NORQUANT AS,www.norquant.no,,,,False,
818642792,NUUD MUSIC AS,,,,,False,
818658192,NYGAARDSGATA 39 HOLDING AS,,arne.christian.skard@betongbygg.no,,99514849,False,
818676212,NEXT LEVEL AS,,,,,False,
818721862,NORSKE GARN AS,,johanna@norskegarn.no,,,False,
818813082,NES BIOENERGI AS,,frode_fallet@hotmail.com,,415 79 502,False,
818840772,NORTH CAPE TOURS AS,,,,,False,13.0
818916582,NESØY AS,,,,,False,
818944322,NÆRBYEN 24/7 AS,,,,,False,
818977832,NY BOLIG ÅLESUND AS,,,,,False,
819074402,NAGA AS,,,,,False,
819087172,NØSTE UTVIKLING AS,,,,,False,
819113912,NORSK RENEWABLES AS,,,,+4790070126,False,8.0
819133522,NHB-HOLDING AS,,,,,False,
819138052,NES NÆRINGSPARK AS,www.nespark.no,info@nespark.no,64 80 87 00,,True,
819144672,NATVIC HOLDING AS,,,,,False,
819197792,NILS HANSENS VEI 27 AS,,,,,False,
819276862,NAPPSGUTT AS,,,,,False,
819278172,NAPRAPATKLINIKK NORD AS,,,,,False,
819287252,NYHEIM MASKINSERVICE AS,,,,,False,
819293392,NEVERLIFT HOLDING AS,,,,,False,
819328242,NAVESTAD AS,,,67 53 29 70,,False,
819367272,NYE HEGDEHAUGSVEIEN 21 AS,,,,,False,
819374562,NORDKAPP VANN AS,,,,,False,
819401802,NOTTO TEKSTIL & SOLSKJERMING AS,,,22 70 19 50,,True,12.0
819414912,NORENCO HOLDING AS,,,,,False,
819421242,NOVA BYGG LIER AS,,,,,True,11.0
819446512,NITTAL AS,,thor.lovoll@gmail.com,,482 97 749,False,
819447012,NB ELEKTRO AS,,post@nb-elektro.no,92 41 27 07,,False,
819469962,NATURSTEIN AS,,,,,False,
819512132,NORWEGIAN INTERNATIONAL BEAUTY ACADEMY AS,www.nibacademy.no,info@nibacademy.no,,412 72 172,False,
819553092,NORSK LYSTBÅTDESTRUKSJON AS,,,,,False,
819656002,NEBBEN HOLDING AS,,,,,False,
819663092,NOORBYM AS,,,,,False,6.0
819664862,NEVAND INVEST AS,,,,,False,
819685002,NEDRE HØVIK HOLDING AS,,,,,False,
819734232,NEDRE JØLSTER BILELAG AS,,,,,False,
819739692,NEBBENES AS,,,,,False,
819751382,NORTH INVESTMENTS AS,,hgl@lundeby.no,,958 40 650,True,
819759162,NAPOS AS,,,,,False,
819763372,NISTAD GRUPPEN GARDERMOEN AS,,,,,False,
819790302,NORI PIZZA OG GRILL AS,,,,,False,6.0
819802882,NORDIC EXIM AS,,,,,False,
819865752,NORI SUSHI AS,,,,,False,
819880522,NORDSVA AS,,,,,False,
819910502,NEDRE HOLMEN VEG 1 AS,,,,,False,
819915822,NORTHLINE AS,,,,,False,
819916632,NAUSTDAL LANDHANDEL AS,,,,,False,5.0
819957312,NPX HOLDING AS,,,,,False,
819976252,NORHAUG INVEST AS,,eohaugex@online.no,,,False,
820002202,NOR TEAM EIENDOM AS,,,,,False,
820042182,NATURPRESS AS,,,,,False,
820124022,NYPARADIS 76 AS,,,,,False,
820148932,NB EIENDOMSUTVIKLING AS,,,,,False,
820162692,NEVROPSYKOLOG ERLEND BROVOLD AS,,,,,False,
820175212,NORDÅS OG REED AS,,,,,False,
820183932,NTS KOMPETANSE AS,,,,,False,
820197712,NORINVEST EIENDOMSFORVALTNING AS,,,,,False,7.0
820229452,NORWAY SOUVENIR AS,,,,,False,
820238222,NAA HOLDING AS,,,,,False,
820238672,NO-8517 INVEST AS,,psykolog@bhnr.no,,469 11 164,False,
820260732,NETNORMAN HOLDING AS,,,,,False,
820261542,NARVIK BYGG PROSJEKT AS,,,,,False,
820289692,NIROGRUPPEN INVEST AS,,,,,False,
820290712,NINA EILEEN AS,,,,,False,
820317602,NUE UTVIKLING AS,,,,,False,
820319702,NAVA SPORT DRIFT AS,www.navasport.no,firmapost@navasport.no,,916 27 777,False,
820325192,NOX DEKOR AS,,,,,False,
820327772,NARYA HOLDING AS,,oyvind.vikestad.aaro@gmail.com,,992 51 972,False,
820450272,NATURGODT AS,,naimalali@hotmail.com,,96854010,False,
820452232,NORELLI AS,,,,,False,
820500962,NORDIC EXPERIANCE AS,,,,,False,
820513762,NAUPLIUS SOLUTIONS AS,,,,,False,
820514882,NORSK HANDEL HOLDING AS,,,,,False,
820521692,NORLITA AS,,,,,False,12.0
820527992,NORAPART AS,,,,,False,
820532562,NUMEDAL MASKIN AS,,,,,False,
820539532,NORDAL-EIENDOM AS,,,,,False,
820553772,NORSE FISH AS,,,,,False,
820560302,NARRATOR AS,,,,,False,
820632052,NORDIC EXPLORER AS,,,,941 04 224,False,
820642732,NERD NOMADS AS,,,,,False,
820666372,NETTNOR MEDIA AS,,,,,False,
820673662,NOCAP AS,,,,,False,
820705262,NAMSEN MEKANISKE AS,,,,,False,
820714032,NORSK GARDSMENY AS,,,,,False,11.0
820722442,NNP PARSELL 11 AS,,,,,False,
820733142,NORA SKIEN AS,,,,,False,
820740912,NYGÅRD BILLEDKUNST AS,,,,,False,
820745752,NØDSLAKT ØST AS,,,,,False,
820769872,NORDIC WOOD PROTECTION AS,,,,,False,
820800052,NANU MALERFIRMA AS,,,,,False,12.0
820839242,NOR-DRIFT AS,,,,,False,
820846532,NORTH OF LYNGEN APARTMENTS AS,,,,,False,
820872452,NYE SANDCO AS,,,,,False,
820882822,NORDIC HANDYSIZE IV HOLDING AS,,b.hansen@clarksons.com,23 11 26 68,97718704,False,
820897242,NYE SPIRE PSYKOLOGTJENESTE AS,www.spirepsykolog.no,post@spirepsykolog.no,,461 24 614,True,
820956702,NORSK TRENINGSHELSE AS,,,,,False,
820972252,NETT LINK AS,,,,,False,
820978382,NORDBÆK BYGG AS,,,,,False,10.0
821011442,NIDAROS EIENDOMSSERVICE AS,,,,,False,6.0
821017602,NORDBOTN EIENDOM AS,,,,,False,
821020042,NORVAK KONSULENTTJENESTER AS,,,,,False,
821045312,NEATFRAME AS,,,,,False,81.0
821069882,NORDALEN LANDBRUKSSERVICE AS,,,,,False,
821077672,NINE DOWNHOLE NORWAY AS,,,,,False,20.0
821095352,NK ENTREPRENØR AS,,,,465 31 111,False,24.0
821136512,NOALLYEND INVEST AS,,daghelge@aspit.no,,950 43 930,False,
821147042,NORDRE NØSTEKAIEN 1 AS,,,,,False,
821148642,NORTECH INVEST AS,,,,,False,
821167922,NOA AS,,,,,False,
821180872,NORDAVIND INTERIØR AS,,,,,False,
821181712,NYQUIST GROUP AS,,,,,False,
821194342,NORDDAL GEOLOGISENTER AS,,,,,False,
821203902,NODIG NORWAY AS,,,,,False,6.0
821206502,NBT EIENDOM AS,,,,,False,
821209862,NORA HAGFORS INTERIØRARKITEKTUR AS,,,,,False,
821219892,NYATI AS,,,,,False,
821374782,NORDEKO AS,,,,,True,7.0
821406862,NORDIC WILDFISH OCEAN AS,,kontor@nordicwildfish.no,70 18 21 66,,False,
821432162,NETT.EXPRESS AS,outletvest.no,post@outletvest.no,,455 10 001,False,
821489962,NORCOD AS,,,,905 37 990,False,64.0
821508762,NVENTURE AS,,,,,False,
821533872,NYGÅRDSVEIEN 57 AS,,,,,False,
821543592,NBRE FRANCE AS,,,,,False,
821563992,NORDAHL GRIEGS GATE 1 AS,,,,,False,
821568102,NOTION CAPITAL AS,,,,,False,
821600022,NIELSEN MEDIA RESEARCH AS,,,,,False,25.0
821610982,NORSEGEAR AS,,,,,False,9.0
821617782,NAVA-HOLDING AS,,,,,False,
821619602,NOSA HOLDING AS,,,,,False,
821646812,NSK 8 CONSULTING AS,,,,,False,
821656842,NORDØST HOLDING AS,,,,,False,
821664462,NIPA LIPA AS,,,,,False,
821664942,NORSK VIND BERGEHEIA AS,,,,,False,
821678102,NLOGIC AS,www.nlogic.no,post@nlogic.no,40 61 88 88,,False,41.0
821680522,NSG35 AS,,,,,False,
821715482,NODIG365 AS,,,,,False,
821805252,NAS EIRE INVEST AS,,,,,False,
821807182,NORENGROS HX AS,,,,,False,9.0
821817722,NAISU AS,,,,,False,
821880092,NIHMO AS,,,,,False,
821888352,NYBO BREIVIKLIA AS,,,,,True,
821894662,NAVIGO SØRØST AS,,,,,False,
821954932,NORWEGIAN SHIPBROKERS AS,,,,,False,
821991552,NORDIC INSIGHT AS,,,,,False,
822015212,NCF GRUPPEN AS,,,,,False,
822044042,NSG HOLDING AS,,,,,False,
822061192,NMG AS,,,,,False,20.0
822062652,NORDVEST FIBER HOLDING AS,,,,,True,
822085032,NOE MED STRØM AS,Noemedstrom.no,noemedstrom@gmail.com,,479 48 186,False,
822132332,NARGES AMIRI AS,,,,,False,
822138322,NWL HOLDING AS,,,,,False,
822156282,NYHEIM UTLEIEBOLIG AS,,,,,False,
822190952,NYE AKILLES AS,,,,,False,6.0
822246222,NEDRE SKOGAVEG AS,,,,,False,
822277292,NORD INDUSTRIRØR AS,,,,,False,11.0
822294782,NF DRIFT AS,,,,,False,
822308112,ND HOLDCO AS,,,,,True,
822349242,NORINNOVA NARVIK AS,,,,,False,
822396062,NORGE EXPRESS AS,,,,,False,
822416802,NARVIK HELSEFORM AS,,,76 94 47 17,,False,
822435122,NORDVESTKIRKA HOLDING AS,,,,,False,
822530052,NO LIMITS HOLDING AS,,,,,False,
822546382,NOVINVEST AS,,,,,False,
822594352,NESODDEN TAK AS,,,,,False,
822610242,NORDSOFT AS,,,,,False,9.0
822622372,NORDIC WEB AS,,,,,False,
822651992,NORQUANT KAPITALFORVALTNING AS,,,,,False,
822659292,NORWEGIAN SEAWEED AS,,,,,False,
822668712,NORDIC INTEROPERABILITY PROJECT AS,,,,,False,
822674372,NUH UTVIKLING AS,,,,,False,
822687482,NYDAL PARK AS,,,,,False,
822698972,NYE BASILICA CAFE & RESTAURANT AS,,,,,False,5.0
822706592,NORWASTE AS,,,,,False,10.0
822709222,NOVANODE AS,novanove.no,patrik.seger@novanode.no,,+46707449791,False,
822720722,NAMSOS BIL AS,,,,,False,12.0
822758932,NEDRE MØLLENBERG GT 59 II AS,,,,,False,
822762212,NAUSTGATA 3 AS,,,,,False,
822772412,NORDRE SØRØYA RORBUER AS,,,,,False,5.0
822786812,NORDIC GREEN TRADE & EXPORT AS,,,,,False,
822833322,NORDEN BYGG AS,,,,,False,
822865712,NORD BRANNSIKRING AS,,,,,False,
822867332,NUVI AS,,,,,False,
822880592,NBA CHINA AS,,,,,False,
822904432,NOVELTEX OSLO AS,www.noveltex.no,info@noveltex.no,,483 85 069,False,
822920152,NEW SCANDINAVIAN AIRCRAFT AS,,,,,False,
822983502,NORDIC INSURANCE AND PENSIONS AS,,,,,False,
